name,wins,looses,draws,ko_rate,stance,age,height,reach,country
hector camacho,79,6,3,43.2%,Southpaw,60,5.54 ft (1.69 m),68.90 inches (175 cm),Puerto Rico
Franco Andres Cajal,5,4,1,20%,Orthodox,Unknown,Unknown,Unknown,Argentina
Carla Calderon,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,"Bolivia, Plurinational State of"
andy callahan,75,15,2,28.3%,Southpaw,112,5.51 ft (1.68 m),Unknown,United States
leroy caldwell,27,31,6,9.4%,Orthodox,76,Unknown,Unknown,United States
harold calderon,8,0,0,75%,Southpaw,35,5.84 ft (1.78 m),Unknown,Honduras
anthony cacace,18,1,0,35%,Orthodox,33,5.84 ft (1.78 m),Unknown,United Kingdom
Ismael Caigua,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,"Venezuela, Bolivarian Republic of"
Enzo Calafate,2,0,1,66.7%,Orthodox,Unknown,Unknown,Unknown,Argentina
Elvin Caceres Ramirez,3,0,0,100%,Orthodox,20,Unknown,Unknown,Costa Rica
Silvio Leonardo Cabrera,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
Alexis Emanuel Cabana,1,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
Diego Sebastian Cabrera,0,6,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
danilo cabrera,31,14,0,55.6%,Orthodox,60,5.54 ft (1.69 m),Unknown,Dominican Republic
alberto cabanig,5,14,1,20%,Orthodox,Unknown,Unknown,Unknown,Philippines
Mery Jennifer Caba,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Dominican Republic
Dayaan Butt,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,United States
paul butler,31,2,0,44.1%,Orthodox,33,Unknown,Unknown,United Kingdom
Simiso Buthelezi,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,South Africa
steven butler,27,2,1,76.7%,Orthodox,26,Unknown,Unknown,Canada
Valentina Bustamante,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Italy
Tamara Bustamante,0,2,0,0%,Orthodox,29,Unknown,Unknown,Argentina
lucian bute,32,5,0,67.6%,Southpaw,42,6.14 ft (1.87 m),72.05 inches (183 cm),Romania
gene burton,55,21,10,14%,Orthodox,98,5.38 ft (1.64 m),Unknown,United States
Khaya Busakwe,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,South Africa
Miguel Burgos,0,1,1,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
charley burley,83,12,2,51%,Orthodox,104,5.74 ft (1.75 m),75.20 inches (191 cm),United States
Destyne Butler,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,United States
ricky burns,43,8,1,30.8%,Orthodox,39,5.84 ft (1.78 m),70.08 inches (178 cm),United Kingdom
Harley Burke,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Ireland
cornelius bundrage,35,6,1,45.2%,Orthodox,49,5.51 ft (1.68 m),72.05 inches (183 cm),United States
Shinard Bunch,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,United States
ken buchanan,61,8,0,39.1%,Orthodox,77,5.61 ft (1.71 m),70.08 inches (178 cm),United Kingdom
Martin Ezequiel Bulacio,10,5,0,46.7%,Orthodox,33,Unknown,Unknown,Argentina
khanyile bulana,10,0,0,60%,Unknown,Unknown,Unknown,Unknown,South Africa
frank bruno,40,5,0,84.4%,Orthodox,60,6.27 ft (1.91 m),81.89 inches (208 cm),United Kingdom
Joshua Buatsi,12,0,0,76.9%,Orthodox,29,6.17 ft (1.88 m),Unknown,Ghana
joe bugner,69,13,1,49.4%,Orthodox,72,6.33 ft (1.93 m),81.89 inches (208 cm),Australia
trevor bryan,20,0,0,70%,Orthodox,32,6.33 ft (1.93 m),Unknown,United States
derek bryant,20,7,1,60.7%,Southpaw,51,6.27 ft (1.91 m),79.13 inches (201 cm),United States
Geovany Bruzon,0,0,0,0%,Orthodox,24,Unknown,Unknown,Cuba
lucas browne,29,2,0,71.4%,Orthodox,43,6.33 ft (1.93 m),Unknown,Australia
simon brown,47,12,0,57.6%,Orthodox,59,5.81 ft (1.77 m),70.87 inches (180 cm),Jamaica
Carisse Brown,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,United States
Adolph Brown,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,United States
Tiara Brown,0,0,0,0%,Orthodox,34,Unknown,Unknown,United States
panama al brown,132,21,13,36.1%,Orthodox,120,5.74 ft (1.75 m),72.44 inches (184 cm),Panama
otha brown,25,4,4,15.2%,Orthodox,82,Unknown,Unknown,United States
glenwood brown,48,12,0,48.3%,Orthodox,55,5.61 ft (1.71 m),72.44 inches (184 cm),United States
marcus browne,23,1,0,64%,Southpaw,31,6.04 ft (1.84 m),75.59 inches (192 cm),United States
joe brown,116,47,16,28.9%,Orthodox,96,5.61 ft (1.71 m),68.11 inches (173 cm),United States
keith bristol,22,12,0,30.6%,Orthodox,65,6.00 ft (1.83 m),Unknown,United Kingdom
kell brook,39,3,0,64.3%,Orthodox,36,5.74 ft (1.75 m),68.90 inches (175 cm),United Kingdom
Walter Javier Britez,0,0,0,0%,Orthodox,26,Unknown,Unknown,Argentina
lou brouillard,101,31,3,42.2%,Southpaw,111,5.58 ft (1.70 m),72.05 inches (183 cm),Canada
adrien broner,33,4,1,61.5%,Orthodox,33,5.51 ft (1.68 m),68.90 inches (175 cm),United States
Kevin Brizuela,2,0,0,100%,Orthodox,Unknown,Unknown,Unknown,Argentina
shannon briggs,60,6,1,77.9%,Orthodox,50,6.33 ft (1.93 m),79.92 inches (203 cm),United States
mairis briedis,26,1,0,67.9%,Orthodox,37,6.10 ft (1.86 m),Unknown,Latvia
Christina Lea Breault,0,0,0,0%,Orthodox,43,Unknown,Unknown,United States
mark breland,35,3,1,64.1%,Orthodox,59,6.17 ft (1.88 m),Unknown,United States
Richard Brewart Jr.,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,United States
cobia breedy,1,0,0,0%,Unknown,30,5.35 ft (1.63 m),Unknown,Unknown
jack britton,239,57,46,8.7%,Orthodox,136,5.68 ft (1.73 m),70.08 inches (178 cm),United States
james brock,14,40,3,7%,Orthodox,43,5.74 ft (1.75 m),Unknown,United States
dominic breazeale,20,2,0,81.8%,Orthodox,36,6.53 ft (1.99 m),81.10 inches (206 cm),United States
Carmen Bratschi,0,2,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
johnny bratton,60,24,3,39.1%,Orthodox,94,5.84 ft (1.78 m),Unknown,United States
Bruna Emanuele Brasil,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Brazil
Kedra Bradley,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,United States
lorenzo boyd,30,54,1,20%,Orthodox,62,Unknown,Unknown,United States
timothy bradley,33,2,1,35.1%,Orthodox,38,5.51 ft (1.68 m),68.90 inches (175 cm),United States
juergen braehmer,50,3,0,67.9%,Southpaw,43,5.94 ft (1.81 m),71.26 inches (181 cm),Germany
rob brant,25,2,0,60.7%,Orthodox,31,5.91 ft (1.80 m),Unknown,United States
livingstone bramble,40,26,3,36.2%,Orthodox,61,5.68 ft (1.73 m),74.02 inches (188 cm),Saint Kitts and Nevis
Chris Bourke,0,0,0,0%,Orthodox,27,Unknown,Unknown,United Kingdom
melton bowen,35,9,0,63.6%,Orthodox,53,6.00 ft (1.83 m),Unknown,Jamaica
Josh Borque,0,0,0,0%,Orthodox,30,Unknown,Unknown,United States
Dzemal Bosnjak,0,0,0,0%,Orthodox,37,Unknown,Unknown,Bosnia and Herzegovina
Lucas Ignacio Borges,0,1,0,0%,Orthodox,27,Unknown,Unknown,Argentina
riddick bowe,43,1,0,73.3%,Orthodox,54,6.43 ft (1.96 m),81.10 inches (206 cm),United States
johnny boudreaux,21,5,1,25.9%,Orthodox,70,6.20 ft (1.89 m),Unknown,United States
Silvia Bortot,2,0,0,50%,Orthodox,37,Unknown,Unknown,Italy
jameson bostic,24,4,0,46.4%,Southpaw,38,6.40 ft (1.95 m),Unknown,United States
willie booth,25,19,2,15.2%,Southpaw,65,5.41 ft (1.65 m),Unknown,United Kingdom
Alan Boncampagni,2,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
eric boon,93,21,5,51.7%,Orthodox,102,5.45 ft (1.66 m),Unknown,United Kingdom
Sam Bowen,14,1,0,66.7%,Orthodox,30,5.68 ft (1.73 m),Unknown,Unknown
Nezengala Boniface,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,"Congo, the Democratic Republic of the"
eddie booker,66,5,8,43%,Orthodox,104,5.74 ft (1.75 m),Unknown,United States
Martin Nahuel Boniscontro,0,0,1,0%,Orthodox,31,Unknown,Unknown,Argentina
larry bonds,32,5,0,29.7%,Southpaw,70,Unknown,Unknown,United States
tony booth,52,105,9,7.2%,Orthodox,52,5.97 ft (1.82 m),Unknown,United Kingdom
Cesar Bolanos Rodriguez,0,1,0,0%,Orthodox,Unknown,Unknown,Unknown,Costa Rica
francisco bolivar,10,10,1,28.6%,Orthodox,Unknown,Unknown,Unknown,"Venezuela, Bolivarian Republic of"
enrique bolanos,79,22,5,41.5%,Orthodox,97,5.68 ft (1.73 m),72.83 inches (185 cm),United States
nelson bolanos,35,4,3,54.8%,Orthodox,65,Unknown,Unknown,Ecuador
Boglarka Bojer,0,2,0,0%,Orthodox,Unknown,Unknown,Unknown,Hungary
Gabriel Boise,3,1,1,40%,Orthodox,Unknown,Unknown,Unknown,Argentina
Shahrom Boimurodov,0,0,0,0%,Orthodox,23,Unknown,Unknown,Tajikistan
ricards bolotniks,4,4,0,37.5%,Unknown,Unknown,Unknown,Unknown,Latvia
Juan Sergio Boada,0,1,0,0%,Orthodox,Unknown,Unknown,Unknown,Colombia
Daniel Blenda Dos Santos,0,0,0,0%,Orthodox,31,Unknown,Unknown,France
dominic boesel,30,1,0,36.4%,Orthodox,32,6.07 ft (1.85 m),Unknown,Germany
Matias Bogado,0,1,1,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
Jaleik Bogle,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,United States
kenny bogner,25,2,1,57.1%,Orthodox,61,Unknown,Unknown,United States
tom bogs,77,8,1,28.7%,Unknown,77,5.81 ft (1.77 m),Unknown,Denmark
rodney bobick,37,7,0,40.9%,Orthodox,70,6.27 ft (1.91 m),Unknown,United States
Serhii Bohachuk,1,0,0,100%,Orthodox,27,Unknown,Unknown,Ukraine
Jose Maria Blanco Richter,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,"Bolivia, Plurinational State of"
Nicolas Blanco,3,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
Walter Blanco,2,3,0,20%,Orthodox,Unknown,Unknown,Unknown,Argentina
Cristian Blanco,0,1,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
victor bisbal,22,4,0,61.5%,Orthodox,42,6.33 ft (1.93 m),77.95 inches (198 cm),Puerto Rico
alex blanchard,40,4,4,68.8%,Orthodox,64,Unknown,Unknown,Netherlands
dmitry bivol,17,0,0,64.7%,Orthodox,31,6.00 ft (1.83 m),Unknown,Russian Federation
lennox blackmoore,25,5,0,46.7%,Orthodox,72,5.81 ft (1.77 m),75.20 inches (191 cm),Guyana
jimmy bivins,86,25,1,27.7%,Orthodox,102,5.74 ft (1.75 m),75.98 inches (193 cm),United States
mickey bey,22,3,1,37%,Orthodox,39,5.74 ft (1.75 m),68.90 inches (175 cm),United States
Jessica Bird,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,United States
Chris Billam-Smith,0,0,0,0%,Orthodox,32,Unknown,Unknown,United Kingdom
bobby bickle,40,11,2,51.9%,Orthodox,93,Unknown,Unknown,United States
andre berto,33,5,0,61.5%,Orthodox,38,5.54 ft (1.69 m),68.50 inches (174 cm),United States
Mariano Jorge Bertola,4,0,0,0%,Orthodox,20,Unknown,Unknown,Argentina
Alexander Besputin,0,0,0,0%,Orthodox,31,Unknown,Unknown,Russian Federation
artur beterbiev,15,0,0,93.8%,Orthodox,37,6.04 ft (1.84 m),72.83 inches (185 cm),Russian Federation
melio bettina,83,14,3,36%,Southpaw,105,5.74 ft (1.75 m),70.08 inches (178 cm),United States
Denys Berinchyk,13,0,0,53.8%,Orthodox,34,Unknown,Unknown,Ukraine
Victor Jose Berrio,0,1,0,0%,Orthodox,Unknown,Unknown,Unknown,Colombia
Rayjay Angel Bermudez,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,United States
Anissa Benyoub,1,0,0,0%,Orthodox,Unknown,Unknown,Unknown,France
Edgar Berlanga,3,1,0,60%,Orthodox,25,6.07 ft (1.85 m),Unknown,United States
Cris Whelington Beras Gonzalez,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Dominican Republic
Abibe Bennama,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,France
jack 'kid' berg,157,26,9,31.8%,Orthodox,113,5.74 ft (1.75 m),Unknown,United Kingdom
trevor berbick,49,11,1,54.1%,Orthodox,68,6.17 ft (1.88 m),77.95 inches (198 cm),Canada
miguel berchelt,38,1,0,85%,Orthodox,30,5.58 ft (1.70 m),70.87 inches (180 cm),Mexico
mohamed benguesmia,40,3,1,75%,Orthodox,52,5.97 ft (1.82 m),Unknown,Algeria
nicky bentz,36,7,2,64.4%,Orthodox,50,5.58 ft (1.70 m),70.08 inches (178 cm),Mexico
conor benn,15,0,0,64.7%,Orthodox,25,Unknown,Unknown,United Kingdom
Lautaro Ezequiel Benicelli,0,0,0,0%,Orthodox,19,Unknown,Unknown,Argentina
jose benavidez,27,1,0,64.3%,Orthodox,30,5.91 ft (1.80 m),72.83 inches (185 cm),United States
Victoria Benavidez,1,4,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
Alfredo Gaston Benavidez,2,2,0,50%,Orthodox,27,Unknown,Unknown,Argentina
Jose Luis Bellorin,0,0,0,0%,Orthodox,28,Unknown,Unknown,"Venezuela, Bolivarian Republic of"
david benavidez,23,0,0,87%,Orthodox,25,Unknown,Unknown,United States
nino benvenuti,82,7,1,38.9%,Orthodox,84,5.91 ft (1.80 m),75.20 inches (191 cm),Italy
mike belloise,91,28,13,15.9%,Orthodox,111,5.41 ft (1.65 m),Unknown,United States
raymundo beltran,36,9,1,46.8%,Orthodox,41,5.68 ft (1.73 m),68.11 inches (173 cm),Mexico
steve belloise,95,13,3,53.2%,Orthodox,103,5.68 ft (1.73 m),Unknown,United States
Kendall Bejarano Miranda,0,1,0,0%,Orthodox,Unknown,Unknown,Unknown,Costa Rica
albert bell,7,0,0,14.3%,Unknown,29,Unknown,Unknown,United States
roscoe bell,24,48,2,17.6%,Orthodox,Unknown,Unknown,Unknown,United States
Alizia Bejarano Apomaita,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,"Bolivia, Plurinational State of"
Justin Lee Bell,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,United States
constantin bejenaru,7,1,0,22.2%,Southpaw,38,5.84 ft (1.78 m),Unknown,"Moldova, Republic of"
Timea Belik,4,4,0,12.5%,Orthodox,29,Unknown,Unknown,Hungary
tony bellew,30,3,1,58.8%,Orthodox,39,6.27 ft (1.91 m),74.02 inches (188 cm),United Kingdom
Lee Bechtol,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,United States
Christian Gerardo Bautista,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Colombia
Angie Carolina Bejarano,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,"Venezuela, Bolivarian Republic of"
Waldemar Beck,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Germany
malik bazille,2,3,0,0%,Southpaw,31,6.07 ft (1.85 m),Unknown,Unknown
owen beck,29,13,0,47.6%,Orthodox,46,6.14 ft (1.87 m),77.95 inches (198 cm),Jamaica
erik bazinyan,24,0,0,70.8%,Unknown,27,Unknown,Unknown,Canada
Miguel Becerrit,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,"Venezuela, Bolivarian Republic of"
Santiago Bazan,1,1,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
mathieu bauderlique,18,1,0,52.6%,Unknown,33,Unknown,Unknown,France
jose basora,78,20,7,41.5%,Orthodox,104,6.00 ft (1.83 m),Unknown,Puerto Rico
Pavel Batura,0,0,0,0%,Orthodox,32,Unknown,Unknown,Belarus
Yolimar del Valle Bastardo,0,0,1,0%,Orthodox,Unknown,Unknown,Unknown,"Venezuela, Bolivarian Republic of"
Selma Batic,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Bosnia and Herzegovina
Juan Alberto Batista,0,0,0,0%,Orthodox,25,Unknown,Unknown,Argentina
hogan kid bassey,59,13,2,28.4%,Orthodox,90,5.25 ft (1.60 m),66.54 inches (169 cm),Nigeria
percy bassett,64,12,1,53.2%,Orthodox,92,Unknown,Unknown,United States
fidel bassa,22,1,1,62.5%,Orthodox,59,5.28 ft (1.61 m),70.08 inches (178 cm),Colombia
carmen basilio,56,16,7,34.2%,Orthodox,95,5.54 ft (1.69 m),Unknown,United States
marco antonio barrera,67,7,0,58.7%,Orthodox,48,5.51 ft (1.68 m),70.08 inches (178 cm),Mexico
Luamba Baruani,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,"Congo, the Democratic Republic of the"
Selina Barrios,0,0,0,0%,Orthodox,29,Unknown,Unknown,United States
ismael barroso,23,1,2,77.8%,Southpaw,39,Unknown,Unknown,"Venezuela, Bolivarian Republic of"
rances barthelemy,28,1,1,45.2%,Orthodox,36,5.91 ft (1.80 m),72.83 inches (185 cm),Cuba
mario barrios,24,0,0,66.7%,Unknown,27,6.00 ft (1.83 m),Unknown,United States
sullivan barrera,22,3,0,56%,Orthodox,40,6.17 ft (1.88 m),72.83 inches (185 cm),Cuba
cesar miguel barrionuevo,35,5,2,56.8%,Southpaw,33,Unknown,Unknown,Argentina
zelfa barrett,1,0,0,0%,Unknown,Unknown,Unknown,Unknown,United Kingdom
Yeraldin Baron,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,"Venezuela, Bolivarian Republic of"
arnold barboza jr,23,0,0,38.5%,Orthodox,Unknown,5.74 ft (1.75 m),72.05 inches (183 cm),United States
Marcel Barlatier,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,United States
larry barnes,44,3,0,35.4%,Orthodox,56,Unknown,Unknown,United States
iran barkley,43,19,1,42.9%,Orthodox,62,6.07 ft (1.85 m),74.02 inches (188 cm),United States
david baptiste,6,24,0,16.7%,Orthodox,56,5.58 ft (1.70 m),Unknown,United Kingdom
Abass Baraou,9,1,0,60%,Orthodox,27,5.77 ft (1.76 m),Unknown,Germany
ivan baranchyk,20,1,0,59.1%,Unknown,29,Unknown,Unknown,Belarus
Mario Baquero,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Colombia
Michell Andres Banquez,0,0,0,0%,Orthodox,32,Unknown,Unknown,"Venezuela, Bolivarian Republic of"
charles baou,31,8,0,71.8%,Orthodox,56,5.35 ft (1.63 m),Unknown,France
wayne bannister,20,2,1,52.2%,Orthodox,Unknown,Unknown,Unknown,Australia
funso banjo,15,3,0,33.3%,Orthodox,65,6.43 ft (1.96 m),Unknown,United Kingdom
jaime balboa,67,26,1,64.9%,Orthodox,60,Unknown,Unknown,Mexico
d'mitrius ballard,8,0,0,55.6%,Unknown,29,Unknown,Unknown,United States
Maximiliano Raul Balladares,0,0,0,0%,Orthodox,29,Unknown,Unknown,Argentina
Alan Baleta,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Colombia
adam balski,12,0,0,66.7%,Orthodox,31,6.17 ft (1.88 m),Unknown,Poland
Juan David Balbuena,3,1,0,50%,Orthodox,Unknown,Unknown,Unknown,Argentina
carlos manuel baldomir,49,16,6,21.1%,Orthodox,51,5.58 ft (1.70 m),68.11 inches (173 cm),Argentina
Nathan Balakin,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,United States
leonardo baez,6,1,0,42.9%,Unknown,Unknown,Unknown,Unknown,Mexico
Liz Baker,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,United Kingdom
jimmy baker,14,20,1,28.6%,Orthodox,59,Unknown,Unknown,United States
pamela barker,5,1,1,42.9%,Orthodox,50,5.51 ft (1.68 m),Unknown,United States
Gonzalo David Bajinay,0,0,0,0%,Orthodox,26,Unknown,Unknown,Argentina
Guido Bagnasco,1,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
eduardo baez,3,1,0,0%,Unknown,Unknown,Unknown,Unknown,Mexico
Marklin Bailey,4,1,0,60%,Orthodox,Unknown,Unknown,Unknown,United States
Balazs Bacskai,0,0,0,0%,Orthodox,34,Unknown,Unknown,Hungary
Nicolas Eduardo Baez,0,1,0,0%,Orthodox,25,Unknown,Unknown,Argentina
Rilliwan Ayodele Babatunde,0,0,0,0%,Orthodox,26,Unknown,Unknown,Nigeria
Gustavo Martin Bachella,0,1,0,0%,Orthodox,29,Unknown,Unknown,Argentina
Amorena Roxane Baca,0,0,0,0%,Orthodox,40,Unknown,Unknown,United States
Patima Ayshalova,0,1,0,0%,Orthodox,Unknown,Unknown,Unknown,Russian Federation
Marcelo Alejandro Baez,0,1,0,0%,Orthodox,40,Unknown,Unknown,Argentina
amado azar,53,6,7,33.3%,Orthodox,108,Unknown,Unknown,Argentina
Gaston Ayala,5,2,1,12.5%,Orthodox,Unknown,Unknown,Unknown,Argentina
Maximiliano Avila,0,2,1,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
Rima Ayadi,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,France
Federico Nahuel Avila,1,0,0,100%,Orthodox,32,Unknown,Unknown,Argentina
Arutyun Avetisyan,8,0,0,75%,Orthodox,27,Unknown,Unknown,Russian Federation
Camila Avaca,1,0,2,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
Leonel Eduardo Avila,4,1,0,20%,Orthodox,Unknown,Unknown,Unknown,Argentina
david avanesyan,24,3,1,43.3%,Orthodox,34,5.68 ft (1.73 m),Unknown,Russian Federation
Gregorio Jose Arroyo,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,"Venezuela, Bolivarian Republic of"
frank atu,25,5,0,53.3%,Orthodox,50,Unknown,Unknown,Fiji
Brandon Arvie,0,0,0,0%,Orthodox,29,Unknown,Unknown,United States
emanuel augustus,38,34,6,25.6%,Orthodox,47,5.58 ft (1.70 m),68.11 inches (173 cm),United States
Linda Karen Asencio,0,1,0,0%,Orthodox,28,Unknown,Unknown,Argentina
Andy Aaron Arteaga,1,0,0,0%,Orthodox,19,Unknown,Unknown,"Bolivia, Plurinational State of"
firat arslan,48,9,3,55%,Southpaw,51,5.97 ft (1.82 m),76.77 inches (195 cm),Germany
walter peanuts arsenault,17,27,4,10.4%,Orthodox,87,5.58 ft (1.70 m),Unknown,Canada
Lucas Andres Arrieta,0,0,0,0%,Orthodox,28,Unknown,Unknown,Argentina
Antoni Gabriel Armas,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,"Venezuela, Bolivarian Republic of"
Brian Agustin Arregui,4,0,0,75%,Orthodox,22,Unknown,Unknown,Argentina
ricardo arredondo,77,22,1,57%,Orthodox,73,5.64 ft (1.72 m),Unknown,Mexico
Tyree Arnold,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,United States
henry armstrong,150,21,10,55.8%,Orthodox,112,5.45 ft (1.66 m),66.93 inches (170 cm),United States
chris arreola,38,6,1,70.2%,Orthodox,41,6.27 ft (1.91 m),75.98 inches (193 cm),United States
Francisco Armenta,0,0,0,0%,Orthodox,28,Unknown,Unknown,Mexico
john armijo,18,8,2,35.7%,Orthodox,60,Unknown,Unknown,United States
Isaac Daniel Arias,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Colombia
Maria Arefimagham,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,"Iran, Islamic Republic of"
luis arias,18,2,1,40.9%,Orthodox,32,5.91 ft (1.80 m),Unknown,United States
Lucas Ramon Arganaraz,4,1,0,40%,Orthodox,Unknown,Unknown,Unknown,Argentina
alexis arguello,77,8,0,72.9%,Orthodox,70,5.84 ft (1.78 m),72.05 inches (183 cm),Nicaragua
Angel Yomar Mateo Arias,0,0,0,0%,Orthodox,28,Unknown,Unknown,Dominican Republic
Daniela Arena,0,3,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
Lucas Arganaraz,0,1,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
Jose Gregorio Arcon,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,"Venezuela, Bolivarian Republic of"
Lucas Damian Arce,0,1,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
Melvin Arguedas Arguedas,0,1,0,0%,Orthodox,Unknown,Unknown,Unknown,Costa Rica
Danijel Arandelovic,0,1,0,0%,Orthodox,Unknown,Unknown,Unknown,Serbia
Jose Aray,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,"Venezuela, Bolivarian Republic of"
Miguel Arballo,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Mexico
Branka Arambasic,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Serbia
bruno arcari,70,2,1,52.1%,Southpaw,80,5.41 ft (1.65 m),Unknown,Italy
Fernando Javier Araujo,0,1,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
Kervin Jervin Arambulet,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,"Venezuela, Bolivarian Republic of"
art aragon,90,20,6,53.4%,Orthodox,94,5.68 ft (1.73 m),70.08 inches (178 cm),United States
george araujo,58,9,1,48.5%,Orthodox,91,5.45 ft (1.66 m),Unknown,United States
steve aquilina,10,11,1,27.3%,Orthodox,57,5.84 ft (1.78 m),Unknown,Malta
roamer alexis angulo,26,1,0,81.5%,Orthodox,38,Unknown,Unknown,Colombia
ignacio ara,149,22,20,33.7%,Unknown,113,5.71 ft (1.74 m),Unknown,Spain
Vladimir Antonyan,0,0,0,0%,Orthodox,25,Unknown,Unknown,Russian Federation
Efetobor Apochi,3,0,0,100%,Orthodox,34,5.91 ft (1.80 m),Unknown,Nigeria
Ruben Angulo,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Colombia
alfredo angulo,24,6,0,63.3%,Orthodox,40,5.81 ft (1.77 m),68.90 inches (175 cm),Mexico
Jorge Sebastian Angulo,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Colombia
fred apostoli,61,10,1,43.1%,Orthodox,109,5.81 ft (1.77 m),70.08 inches (178 cm),United States
sammy angott,94,29,8,16.8%,Orthodox,107,5.61 ft (1.71 m),70.08 inches (178 cm),United States
Christian Nicolas Andino,14,3,1,10.5%,Orthodox,27,5.58 ft (1.70 m),Unknown,Argentina
wally angliss,8,11,2,4.8%,Orthodox,69,Unknown,Unknown,United Kingdom
Veronika Andrisikova,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Slovakia
Yeuri Andujar,0,0,0,0%,Orthodox,27,Unknown,Unknown,Dominican Republic
Maria Paulina Angel,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Colombia
roman andreev,22,0,0,68.2%,Orthodox,36,5.64 ft (1.72 m),Unknown,Russian Federation
jevgenijs andrejevs,9,61,1,4.2%,Southpaw,41,5.84 ft (1.78 m),Unknown,Latvia
demetrius andrade,29,0,0,60%,Southpaw,34,6.07 ft (1.85 m),Unknown,United States
Deandre Anderson,0,0,0,0%,Orthodox,Unknown,Unknown,Unknown,United States
Jonathan Amitrano,2,0,0,0%,Orthodox,Unknown,Unknown,Unknown,Argentina
